objectid,filename,title,creator,date,description,subject,location,latitude,longitude,identifier,type,format,culture,materials,measurements,credit,published,web_page,altnum
233,jsma2014_39_26g.jpg,Teaspoon,Lebolt & Company,1914,Teaspoon with hammered finish and applied monogram W on handle terminal.,"Lebolt & Company;American;Sterling silver;Chicago, Illinois","Chicago, Illinois",41.899073,-87.64481,JSMA2014:39.26g,Image;StillImage,image/jpeg,American,Sterling silver,5-1/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=120588;type=101,N1059
234,jsma2014_39_26h.jpg,Teaspoon,Lebolt & Company,1922,Teaspoon with hammered finish and applied monogram GW on handle terminal.,"Lebolt & Company;American;Sterling silver;Chicago, Illinois","Chicago, Illinois",41.899073,-87.64481,JSMA2014:39.26h,Image;StillImage,image/jpeg,American,Sterling silver,5-7/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=120589;type=101,N1096
235,jsma2014_39_27a.jpg,Sugar spoon,Lebolt & Company,1921,,"Lebolt & Company;American;Sterling silver;Chicago, Illinois","Chicago, Illinois",41.899073,-87.64481,JSMA2014:39.27a,Image;StillImage,image/jpeg,American,Sterling silver,"a: 5 3/8 inches, b: 5 1/4 inches","Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111134;type=101,N1099
236,jsma2014_39_27a.jpg,Sugar spoon,Lebolt & Company,1921,,"Lebolt & Company;American;Sterling silver;Chicago, Illinois","Chicago, Illinois",41.899073,-87.64481,JSMA2014:39.27a,Image;StillImage,image/jpeg,American,Sterling silver,"a: 5 3/8 inches, b: 5 1/4 inches","Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111134;type=101,N1098
237,jsma2014_39_27b.jpg,Sugar spoon,Lebolt & Company,1926,,"Lebolt & Company;American;Sterling silver;Chicago, Illinois","Chicago, Illinois",41.899073,-87.64481,JSMA2014:39.27b,Image;StillImage,image/jpeg,American,Sterling silver,a: 5-3/8 inches; b: 5-1/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=120597;type=101,N1098
238,jsma2014_39_27b2.jpg,Sugar spoon,Lebolt & Company,1926,,"Lebolt & Company;American;Sterling silver;Chicago, Illinois","Chicago, Illinois",41.899073,-87.64481,JSMA2014:39.27b,Image;StillImage,image/jpeg,American,Sterling silver,a: 5-3/8 inches; b: 5-1/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=120597;type=101,N1099
102,jsma2014_39_28.jpg,Lemon fork,Lebolt & Company,1926,Three-tine fork with hammered finish and flared stem with applied monogram GW at terminal.,"Lebolt & Company;American;Sterling silver;Chicago, Illinois","Chicago, Illinois",41.899073,-87.64481,JSMA2014:39.28,Image;StillImage,image/jpeg,American,Sterling silver,5-1/2 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111135;type=101,N1104
589,jsma2014_39_29.jpg,Salt cellars,The Kalo Shop,20th century,,"The Kalo Shop;American;Sterling silver, porcelain;Chicago, Illinois","Chicago, Illinois",41.899073,-87.64481,JSMA2014:39.29a-d,Image;StillImage,image/jpeg,American,"Sterling silver, porcelain",each: H. 3/4 x Diam. 1-1/2 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111136;type=101,N1217
518,jsma2014_39_31.jpg,Tea service,Lebolt & Company,1916,"Sterling silver was favored for tea sets because of its ability to retain heat. The ivory inset in the handle of the tea and coffee pots is not purely for decoration, but serves as an insulator and keeps handle cool to the touch. A tea service can include a wide variety of objects, though since the reign of Queen Victoria, the standard is for a seven piece set. A standard set would include a tea pot, creamer, sugar bowl, tea kettle, coffee pot, tray, and a waste bowl for the tea leaves. In addition to the tea pot, creamer, and sugar bowl, this tea service includes the tray located on the shelf beneath these objects.","Lebolt & Company;American;Sterling silver with ivory;Chicago, Illinois","Chicago, Illinois",41.899073,-87.64481,JSMA2014:39.31a-d,Image;StillImage,image/jpeg,American,Sterling silver with ivory,A: 4 x 5 1/2 x 3-1/2 inches; B: 4 x 6 x 4-3/4 inches; C: 6-1/2 x 11-1/4 x 4- 1/2 inches; D: 7-1/2 x 11-1/4 x 4-1/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111138;type=101,N1630
404,jsma2014_39_33.jpg,Pitcher,"Randahl, Julius Olaf; The Randahl Shop",ca. 1930,"After emigrating from Sweden to the United States, Julius Randahl trained at the Kalo Shop between 1907 and 1910. By 1910 Randahl opened his own shop, developing his own style that reflected a Scandinavian sensibility. Randahl’s blossom pattern, seen in the handle of the pitcher that terminates in a series of beads, recalls Gerog Jensen’s own blossom motif. The decoration on upper part of handle matches a serving set (2014:39.2a-c) in the collection.","Randahl, Julius Olaf; The Randahl Shop;American;Sterling silver;Chicago, Illinois","Chicago, Illinois",41.899073,-87.64481,JSMA2014:39.33,Image;StillImage,image/jpeg,American,Sterling silver,overall: H. 9 1/2 x W. 6 1/2 in; H. 24.13 x W. 16.51 cm,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111140;type=101,P0003/S0027
519,jsma2014_39_36.jpg,Cream and sugar set,Chicago Silver Co.,ca. 1923-25,"This cream and sugar set is an example of the variation in tea sets produced in the 1920s. It is smaller than others represented here because they were not part of a formal tea service. Formal tea service was a very important part of entertaining during this period, but it was not the only way in which people drank tea. Smaller, plainer tea sets enabled people to drink tea daily without having to use their larger, more ornate versions.","Chicago Silver Co.;American;Sterling silver;Chicago, Illinois","Chicago, Illinois",41.899073,-87.64481,"JSMA2014:39.36a,b",Image;StillImage,image/jpeg,American,Sterling silver,each: H. 3-1/4 x W. 4-3/4 x Diam. 3 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111143;type=101,P0045
590,jsma2014_39_37.jpg,Salt and pepper casters,The Kalo Shop,ca. 1925,"Like the British Arts and Crafts Movement, American Arts and Crafts grew out of a response to the rapid industrialization of urban centers. Clara Barck-Welles founded the Kalo Shop in Chicago, Illinois, in 1900 to revive the production of hand-crafted silver in an age in of industrialization. Not bound by the traditional British guild structure, the American Arts and Crafts movement afforded more opportunities for female artisans who would have designed and produced items like these salt and pepper casters.","The Kalo Shop;American;Sterling silver;Chicago, Illinois","Chicago, Illinois",41.899073,-87.64481,JSMA2014:39.37a-d,Image;StillImage,image/jpeg,American,Sterling silver,each: H. 2-1/8 x W. 1-5/16 x D. 1-5/16 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111144;type=101,P0046
405,jsma2014_39_38.jpg,Pitcher,Lebolt & Company,ca. 1925,"This pitcher is an example of a piece of hand-raised holloware. Holloware refers to objects that are constructed from flat pieces of metal and are intended for the table, such as tea sets, pitchers, and serving bowls. This pitcher was made using a technique called raising, which combines heat and hammering to form a hollow object. Hand-raising begins with a flat sheet of metal, which is first heated and then hammered on steel stakes to move the metal upwards into a hollow form. The process of hand-raising is very labor and time intensive. Hand-raising differs from machine-raising because every object produced is unique. The surface of this pitcher was left with a hammered finish in order to keep visible the hand of the artist, an important element of the Arts and Crafts style.","Lebolt & Company;American;Sterling silver;Chicago, Illinois","Chicago, Illinois",41.899073,-87.64481,JSMA2014:39.38,Image;StillImage,image/jpeg,American,Sterling silver,overall: H. 6 3/4 x W. 7 3/4 in; H. 17.145 x W. 19.685 cm,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111145;type=101,P0048
370,jsma2014_39_39.jpg,Small bowl,Lebolt & Company,ca. 1925,"Footed bowls, such as these, are used for serving candies or nuts. These bowls are an example of the type of smaller, more affordable items produced by Lebolt & Company. J. Myer Lebolt founded his namesake store to sell jewelry in 1899 and added a hand-wrought silversmithing department in 1910. The company became a popular place to buy items for weddings or special occasions, and offered trophies, flatware sets, trays, vases, bowls, serving pieces, coffee and tea services, trays and candelabra.  Lebolt & Company produced hollowware that was similar to that of the Kalo Shop, but was often less expensive. However, Lebolt’s tea sets and pitchers often rivaled those of Kalo and commanded comparable prices. The Great Depression brought financial troubles for Lebolt & Company, which declared bankruptcy in 1934. The hand-wrought hollowware department was eventually closed in 1944, though the company continued to produce jewelry into the 1980s.","Lebolt & Company;American;Sterling silver;Chicago, Illinois","Chicago, Illinois",41.899073,-87.64481,JSMA2014:39.39,Image;StillImage,image/jpeg,American,Sterling silver,overall: H. 1-1/2 x Daim. 4-7/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111146;type=101,P0050
371,jsma2014_39_40.jpg,Small bowl,Lebolt & Company,ca. 1925,Small sterling silver bowl with four ball feet.,"Lebolt & Company;American;Sterling silver;Chicago, Illinois","Chicago, Illinois",41.899073,-87.64481,JSMA2014:39.40,Image;StillImage,image/jpeg,American,Sterling silver,H: 3 x top Diam. 5-3/8 x bottom Diam. 4-1/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111147;type=101,P0052
385,jsma2014_39_45.jpg,Bowl,"Mulholland Brothers, Inc.",ca. 1914-20,Sterling silver bowl with hammered finish and engraved decorative strap work with leaf design on rim.,"Mulholland Brothers, Inc.;American;Sterling silver;Chicago, Illinois","Chicago, Illinois",41.899073,-87.64481,JSMA2014:39.45,Image;StillImage,image/jpeg,American,Sterling silver,overall: H. 2 x W. 8 3/8 in; H. 5.08 x W. 21.2725 cm,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111152;type=101,P0090
587,jsma2014_39_6.jpg,Pair of rectangular bowls,The Kalo Shop,ca. 1925,,"The Kalo Shop;American;Sterling silver;Chicago, Illinois","Chicago, Illinois",41.899073,-87.64481,"JSMA2014:39.6a,b",Image;StillImage,image/jpeg,American,Sterling silver,each: H. 2-1/4 x W. 8-1/2 x D. 5 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111113;type=101,N0099
239,jsma2016_12_24.jpg,Serving fork and spoon,Marshall Field & Company Craft Shop,ca. 1920,"The hammered finish, simple design, and naturalistic influence of this serving set are qualities associated with the Arts and Crafts movement. The Arts and Crafts movement began in Britain during the mid-19th century and later gained popularity in the United States, particularly in Chicago. Chicago-based department store Marshall Field & Company added a craft shop and metal foundry around 1904. The shop was established to capitalize on the popularity of the Arts and Crafts movement, which privileged handmade objects, often with a hammered surface. Marshall Field and Company’s shop manufactured mostly machine-made silver and jewelry. To achieve the look of a handmade piece, artisans would apply a hand-hammered finish. The works for sale thus mimicked the look of handmade objects but at a fraction of the price.","Marshall Field & Company Craft Shop;American;Sterling silver;Chicago, Illinois","Chicago, Illinois",41.899073,-87.64481,"JSMA2016:12.24a,b",Image;StillImage,image/jpeg,American,Sterling silver,each: H. 2-3/4 x W. 11-3/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119677;type=101,N0215
212,jsma2017_2_31.jpg,Candle Snuffer,"Randahl, Julius Olaf",ca. 1940,,"Randahl, Julius Olaf;American;Silver;Chicago, Illinois","Chicago, Illinois",41.899073,-87.64481,JSMA2017:2.31,Image;StillImage,image/jpeg,American,Silver,W. 1-1/2 x D. 8-3/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126286;type=101,N1056
331,jsma2017_2_34.jpg,Pair of salt cellars,Lebolt & Company,ca. 1920,,"Lebolt & Company;American;Sterling silver;Chicago, Illinois","Chicago, Illinois",41.899073,-87.64481,JSMA2017:2.34a-b,Image;StillImage,image/jpeg,American,Sterling silver,each: Diam. 1-3/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126294;type=101,N1112
592,jsma2019_11_106.jpg,Pitcher,The Kalo Shop,ca. 1912-1916,,"The Kalo Shop;American;Silver;Chicago, Illinois","Chicago, Illinois",41.899073,-87.64481,JSMA2019:11.106,Image;StillImage,image/jpeg,American,Silver,H. 6-1/2 x W. 8-1/2 x D. 7 inchces,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136164;type=101,P0035/G0035
591,jsma2019_11_60.jpg,Caddy spoon,The Kalo Shop,1915,"Arts and Crafts caddy spoon with curved flared handle, oval bowl and handhammered finish","The Kalo Shop;American;Sterling silver;Chicago, Illinois","Chicago, Illinois",41.899073,-87.64481,JSMA2019:11.60,Image;StillImage,image/jpeg,American,Sterling silver,3-1/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136113;type=101,N1016
241,jsma2019_11_74.jpg,World's Fair teaspoons (set of 5),Lebolt & Company,1934,,"Lebolt & Company;American;Sterling silver;Chicago, Illinois","Chicago, Illinois",41.899073,-87.64481,JSMA2019:11.74a-e,Image;StillImage,image/jpeg,American,Sterling silver,each: 5-3/16 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136128;type=101,N1193
153,jsma2019_11_42.jpg,Necklace,P. Gee,late 20th century,,"P. Gee;American;Sterling silver;Christchurch, New Zealand","Christchurch, New Zealand",,,JSMA2019:11.42,Image;StillImage,image/jpeg,American,Sterling silver,16 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136093;type=101,N0782
522,jsma2017_2_57.jpg,Cream and Sugar Servers,Wallace Silversmiths,n.d.,,Wallace Silversmiths;American;Pewter;Connecticut,Connecticut,,,"JSMA2017:2.57a,b",Image;StillImage,image/jpeg,American,Pewter,"Sugar bowl: 6-1/2 x 4-5/8 inches, creamer: 6-1/4 x 4-5/8 inches","Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126363;type=101,NO MGW NUMBER
253,jsma2019_11_103.jpg,Serving fork,International Silver Company,ca. 1935,,International Silver Company;American;Sterling silver;Connecticut,Connecticut,,,JSMA2019:11.103,Image;StillImage,image/jpeg,American,Sterling silver,8-3/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136159;type=101,N1708
390,jsma2019_11_20.jpg,Wine coaster,International Silver Company,20th century,,International Silver Company;American;Silver;Connecticut,Connecticut,,,JSMA2019:11.20,Image;StillImage,image/jpeg,American,Silver,Diam. 7 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136067;type=101,N0303
470,jsma2014_39_10.jpg,Canister,Georg Jensen Inc.,1932,Small silver canister.,"Georg Jensen Inc.;Danish;Sterling silver;Copenhagen, Denmark","Copenhagen, Denmark",55.659495,12.57726,JSMA2014:39.10,Image;StillImage,image/jpeg,Danish,Sterling silver,3-3/4 x 2-1/2 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111117;type=101,N0138
200,jsma2014_39_11.jpg,Sauce ladle,"Jensen, Georg",1929,Sauce ladle with handle decorated in Jensen's common naturalistic motif.,"Jensen, Georg;Danish;Sterling silver;Copenhagen, Denmark","Copenhagen, Denmark",55.659495,12.57726,JSMA2014:39.11,Image;StillImage,image/jpeg,Danish,Sterling silver,H. 2 x W. 2-1/8 x D. 7-3/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111118;type=101,N0140
51,jsma2014_39_24.jpg,Brooch,"Georg Jensen Inc.; Malinowski, Arno",ca. 1936-44,"Diamond shaped brooch with two birds facing eachother. Designed by Arno Malinowski, manufactured from 1936-1944. Design No. 250","Georg Jensen Inc.; Malinowski, Arno;Danish;Sterling silver;Copenhagen, Denmark","Copenhagen, Denmark",55.659495,12.57726,JSMA2014:39.24,Image;StillImage,image/jpeg,Danish,Sterling silver,1-1/2 x 1-1/2 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111166;type=101,N0283
52,jsma2014_39_53.jpg,Brooch,"Koppel, Henning; Georg Jensen Inc.",ca. 1945,"The fluid shape of this ""ameoba"" brooch is typical of Koppel's designs.","Koppel, Henning; Georg Jensen Inc.;Danish;Sterling silver;Copenhagen, Denmark","Copenhagen, Denmark",55.659495,12.57726,JSMA2014:39.53,Image;StillImage,image/jpeg,Danish,Sterling silver,1-1/2 x 1-3/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111160;type=101,S0107
53,jsma2014_39_54.jpg,Brooch,"Jensen, Georg",ca. 1910,Small brooch with double tulip design.,"Jensen, Georg;Danish;Sterling silver;Copenhagen, Denmark","Copenhagen, Denmark",55.659495,12.57726,JSMA2014:39.54,Image;StillImage,image/jpeg,Danish,Sterling silver,1-1/4 x 1-1/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111161;type=101,S0110
54,jsma2014_39_55.jpg,Brooch,"Jensen, Georg",ca. 1914,"Brooch with beaded navette openwork pattern and three bezel-set amethyst cabochons. Georg Jensen originally hoped to become a sculptor but took up silversmithing when he could not make a living creating sculpture. He worked as a foreman for the Danish artist Mogens Ballin and made his first pieces of silver jewelry in Ballin’s workshop. Jensen launched his career in silver with jewelry, as it was much less expensive to purchase the raw materials for silver jewelry than silver hollowware.","Jensen, Georg;Danish;Silver with amethyst cabochons;Copenhagen, Denmark","Copenhagen, Denmark",55.659495,12.57726,JSMA2014:39.55,Image;StillImage,image/jpeg,Danish,Silver with amethyst cabochons,3/4 x 1-3/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111162;type=101,N1282
55,jsma2014_39_56.jpg,Brooch,"Jensen, Georg",1945,Round brooch with wreath design and two yellow cabochons,"Jensen, Georg;Danish;Sterling silver with yellow cabochons;Copenhagen, Denmark","Copenhagen, Denmark",55.659495,12.57726,JSMA2014:39.56,Image;StillImage,image/jpeg,Danish,Sterling silver with yellow cabochons,Diam: 2 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111163;type=101,S0108
56,jsma2014_39_57.jpg,Brooch,"Jensen, Georg",1930,"Sterling silver brooch with open bow and petal design, bezel-set with three green agate cabochons.","Jensen, Georg;Danish;Silver wtih green agate cabochons;Copenhagen, Denmark","Copenhagen, Denmark",55.659495,12.57726,JSMA2014:39.57,Image;StillImage,image/jpeg,Danish,Silver wtih green agate cabochons,1 x 1-3/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111164;type=101,N1281
57,jsma2014_39_58.jpg,Brooch,"Jensen, Georg",ca. 1915,Floral and leaf design.,"Jensen, Georg;Danish;Sterling silver;Copenhagen, Denmark","Copenhagen, Denmark",55.659495,12.57726,JSMA2014:39.58,Image;StillImage,image/jpeg,Danish,Sterling silver,1-3/4 x 1-3/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111165;type=101,S0109
384,jsma2014_39_9.jpg,Bowl,"Jensen, Georg",ca. 1915-30,Silver serving bowl.,"Jensen, Georg;Danish;Sterling silver;Copenhagen, Denmark","Copenhagen, Denmark",55.659495,12.57726,JSMA2014:39.9,Image;StillImage,image/jpeg,Danish,Sterling silver,2-1/2 x 10-5/8 x 10-5/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111116;type=101,N0134
202,jsma2016_12_12.jpg,Ladle,"Nielsen, Evald",ca. 1950,Small Ladle with hammered surface and applied floral decoration on handle terminal.,"Nielsen, Evald;Danish;Sterling silver;Copenhagen, Denmark","Copenhagen, Denmark",55.659495,12.57726,JSMA2016:12.12,Image;StillImage,image/jpeg,Danish,Sterling silver,6-5/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119665;type=101,N0143
203,jsma2016_12_13.jpg,Spoon,"Jensen, Georg",ca. 1915,Small spoon with openwork handle with blossom and leaf motif.,"Jensen, Georg;Danish;Sterling silver;Copenhagen, Denmark","Copenhagen, Denmark",55.659495,12.57726,JSMA2016:12.13,Image;StillImage,image/jpeg,Danish,Sterling silver,6 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119666;type=101,N0150
209,jsma2016_12_189.jpg,Serving fork and spoon,Georg Jensen Inc.,ca. 1940,Silver serving fork and spoon with scroll decoration at handle terminal.,"Georg Jensen Inc.;Danish;Sterling silver;Copenhagen, Denmark","Copenhagen, Denmark",55.659495,12.57726,"JSMA2016:12.189a,b",Image;StillImage,image/jpeg,Danish,Sterling silver,"A: 10-1/4 inches, B: 10 inches","Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=112249;type=101,"XL2014:87.1a,b"
210,jsma2016_12_189.jpg,Serving fork and spoon,Georg Jensen Inc.,ca. 1940,Silver serving fork and spoon with scroll decoration at handle terminal.,"Georg Jensen Inc.;Danish;Sterling silver;Copenhagen, Denmark","Copenhagen, Denmark",55.659495,12.57726,"JSMA2016:12.189a,b",Image;StillImage,image/jpeg,Danish,Sterling silver,"A: 10-1/4 inches, B: 10 inches","Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=112249;type=101,XL2014:87.1
211,jsma2016_12_189.jpg,Serving fork and spoon,Georg Jensen Inc.,ca. 1940,Silver serving fork and spoon with scroll decoration at handle terminal.,"Georg Jensen Inc.;Danish;Sterling silver;Copenhagen, Denmark","Copenhagen, Denmark",55.659495,12.57726,"JSMA2016:12.189a,b",Image;StillImage,image/jpeg,Danish,Sterling silver,"A: 10-1/4 inches, B: 10 inches","Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=112249;type=101,N0605
205,jsma2016_12_32.jpg,Pickle fork,"Petersen, Carl P.",ca. 1915,,"Petersen, Carl P.;Danish, Canadian;sterling silver;Copenhagen, Denmark","Copenhagen, Denmark",55.659495,12.57726,JSMA2016:12.32,Image;StillImage,image/jpeg,"Danish, Canadian",sterling silver,8-5/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119685;type=101,N0228
59,jsma2016_12_51.jpg,Bracelet,"Jensen, Jorgen",ca. 1930,Oval link bracelet made of pewter and seven turquoise cabochons.,"Jensen, Jorgen;Danish;Pewter with turquoise cabochons;Copenhagen, Denmark","Copenhagen, Denmark",55.659495,12.57726,JSMA2016:12.51,Image;StillImage,image/jpeg,Danish,Pewter with turquoise cabochons,7-1/8 x 3/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119709;type=101,N0771
206,jsma2016_12_65.jpg,Tomato server,"Heimburger, Fritz S.",1917,Sterling silver tomato server.,"Heimburger, Fritz S.;Danish;Sterling silver;Copenhagen, Denmark","Copenhagen, Denmark",55.659495,12.57726,JSMA2016:12.65,Image;StillImage,image/jpeg,Danish,Sterling silver,8-1/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119729;type=101,N1186
207,jsma2016_12_88.jpg,Dessert Set,Georg Jensen Inc.,ca. 1979,"Set of dessert silverware containing two knives, two forks, and two spoons. Hammered finish with round-end pattern and terminals applied with leaves and beading, bezel-set with carnelian cabochons.","Georg Jensen Inc.;Danish;Sterling silver and steel with carnelian cabochons;Copenhagen, Denmark","Copenhagen, Denmark",55.659495,12.57726,JSMA2016:12.88a-f,Image;StillImage,image/jpeg,Danish,Sterling silver and steel with carnelian cabochons,6 to 6-1/2 inches (each),"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119752;type=101,P0114/S0056
